Text_Generated,Language_Code,Model_Identifier,Label
"YES, lesandza kuvulwa ngu Mengameli Cyril Ramapho sa, ihlose kulungiselela lusha kutsi batfole umsebenti iba nikete emakhono ebuchwe pheshe ladzingekako kute kuciniswe ku tfutfukiswa kwemno tfo. Temane uyachaza kweku tsi ngemuva kwekutfola ticu nga-2016 akazange akhone kufaka ticelo temsebenti ngoba bekangenalo lwati lwemsebenti loludzingeka ko.
“Bekulukhuni kufuna umse benti ngaphandle kwekuba nelwati lwemsebenti. Nge nhlahla ngahlangabetana ne Lulaway Recruitment Age ncy lesebentisana ne-YES, kantsi banginiketa litfuba lokufundzela umsebenti e msebentini, i-internship.”I-YES ingumtamo loyinhla nganisela wahulumende, ti nhlangano tetisebenti nema bhizinisi kutsi banikete ba ntu labasha baseNingizimu Afrika labasigidzi misebenti lekhokhelwayo kuleminyaka lemitsatfu letako.",ss,human,0
"Ngesikhatsi kwenteka lenhlekelele yemvelo, kube nekukhatsateka kutsi baphatsi abanawo emandla noma sifiso sekuphe ndvula ngendlela lefanele nalesebentako kulesimo salabo labalahlekelwe ngiko konkhe bebanako.
Uma sengiya kwesibili kulelidolobhakati kusukela kwaba naletikhukhula, kwangicacela kutsi lokukhatsateka bekungakafaneli.
IKwaZulu-Natali, njengoba kunjalo naseMphumalanga Kapa naseNyakatfo Nshonalanga, bonkhe labadlala indzima bebasebenta ngekutikhandla kute balulame kulesehlakalo lesibuhlungu.
Sikhungo Savelonkhe Sekulawula Inhlekelele besichumanisa yonkhe imikhakha yahulumende kumitamo yaso yekuletsa lusito lwetebuntfu emindenini leminengi letsintsekile.",ss,human,0
"Kungako Emaphoyisa aseNingizimu Afrika (i-SAPS) abe netinhlelo lebatilungisako kwenta kube lula futsi kuphe-phe kutsi bantfu bakhone kubika lobugebengu.
Sikhulumeli semaphoyisa ase Mpumalanga Colonel Mtsholi Bhembe utsi kubalulekile kutsi umphakatsi usebentisane ne-maphoyisa babike ngalobu-gebengu.  ""Njengemaphoyisa, kungumsebenti wetfu kudlala indzi ma lenkhulu ekucinisekiseni kwekutsi labenta lobugebengu bayabanjwa nalabo labahlukumetekile baphatseke kahle. Sice la umphakatsi kutsi ute utobika emacala ekudlwengulwa esiteshini semaphoyisa lesisedvute nabo,” kusho Bhembe.
Labahlukunyetiwe kufanele babike bugebengu bekuhluku nyetwa ngetemacansi emapho-yiseni kungakandluli emahora lange-72 ngemuva kwekutsi kwenteke lobugebengu.",ss,human,0
"Ngaleso sikhatsi, sive besisebu hlungwini lobukhulu bekubulawa kuka-Uyinene Mrwetyana, Leigha-ndre Jegels, Jesse Hess kanye nalabanye bomake labanyenti laba lahlekelwa timphilo tabo etandleni temadvodza lanesibhuku. Kuyo yonkhe imikhakha yetenhlalo, labadzala nalabancane, titjudeni nabomake labasebentako, lababhikishi labebashuca ngekuthula bebaphetse tigwabhugwabhu lebetibhalwe kutsi 'Enough is Enough ' futsi ' Am I next?' . Buhlungu nentfukutselo lejulile ngalelo langa. Ngesikhatsi ngemukela tidzingo tabo lebebatifuna nge mandla lebetibekwe ngalokucacile, kwangikhanyela kutsi sidzinga kutsa tsa tinyatselo ngalokuphutfumako nangekutimisela.",ss,human,0
"“Awusiwedvwa,” kusho Zanele Ludziya losati setengcondvo semphakatsi esibhedlela i-Stikland eNsho-nalanga Kapa.Kulahlekelwa ngulomtsandzako akusilula futsi kungavusa imiva leyehlukehlukene.“Kunetimphawu letinyenti longatibuka nangabe lomtsandzako aselusizini, kodvwa-ke kungabonakali kwetimphawu akusho kutsi lowo muntfu akekho elusizini.“Bantfu bangakhombisa timphawu tentfukutselo, sicanucanu, kudvumala noma simo sekungakhatsaleli lutfo. Kusebenta kwengcondvo yabo nako kungatsintseka, njengobe baphishaneke ngemi-cabango nenkhumbulo yaloloshonile. Kungenteka babe nenkinga yekutintisa ingcondvo noma babukeke badidekile,” kusho Ludziya. Weluleka bantfu kutsi ba-caphele kuntjintja kwendlela yekutiphatsa, njengekutiva engatsi ungakhala nome kunatsa tjwala ngalokwecile nekusebentisa tidzakamiva.",ss,human,0
"Njengoba sihlalo wekhomishini, liPhini leliJaji Leliyinhloko Raymond Zondo atse kungenteka kube nesidzingo salabanye bofakazi labambalwa labatofakaza, umsebenti wekhomishini sowusondzele esigabeni sekugcina kutsi uphele.
Le yingcophamlandvo lebalulekile lesisondzeta edvute nekubala ngalesinye seticephu letonakalise kakhulu emlandvweni wetfu wentsandvo yelinyenti.
Ngisho nangaphambi kwekuba liJaji Zondo lifake loko lelikutfolile netincomo takhe kuMengameli, sonkhe singavuma kutsi umsebenti wekhomishini bewubaluleke kakhulu.
Esikhatsini lesiminyaka lemitsatfu, sivile bufakazi lobuchaza ngetinsolo tenkhohlakalo letentiwa ngelizinga lelikhulu. Sivile ngetento letiholele ekutseni kwebiwe tigidzigidzi temarandi emali yemphakatsi.",ss,human,0
"Mengameli Cyril Ramaphosa utsite Temafa Avelonkhe  batakwenta kutsi kube khona imali yemitamo yekuhhamula kusita labo labakhahlametwe nguletikhukhula.
“Indvuna Yetetimali itsite sigidzigidzi lesi-R1 siyatfolakala ngekushesha,” kwasho  yena.
Mengameli Ramaphosa utawuphindza futsi atsintse Iphalamende kutsi kutfolakale imitfombolusito leyengetiwe.
Hulumende usebentisana neSikhwama Selubumbano,  umkhakha wangasese kanye netinhlangano letingasito tahulumende, netinhlangano temmango kusekela labo labakhahlametekile.
Sikhwama Selubumbano sitavula i-akhawunti yasebhange leseceleni yenhlekelele yetikhukhula yebantfu baseNingizimu Afrika nebantfu bangephandle labanikela ngetimali kutsi bafake ligalelo kulemitamo yelusito lwekuhhamula.",ss,human,0
"Umhlata webantfwana wenyu-kile emhlabeni wonkhe, lokulinganiselwa ekutseni munye umntfwana kulabange-408 mhlaba wonkhe bacilongwa bakhandzakale kutsi banemhlata ngembikwe-kutsi bafinyelele emnyakeni we-15.
Ngekusho kwa-Taryn See gers, Umchumanisi weTe -kuchumana eNhlanganweni Yemhlata Ebantfwaneni  yaseNingizimu Afrika (i-CHOC), kukholelwa ekutseni ababili kulabatsatfu bantfwana labanemhlata abakutfoli kwelashwa kantsi labakutfolako ngulabo vele lasebasezingeni lekugcina lalesifo.
Kusukela nga-2011, i-CHOC beyisolo isebentisana neLi-tiko Letemphilo kanye nebelaphi bendzabuko ku-nika tingcweti tetemphilo, tisebenti letinakekela ngetemphilo, belaphi bendza buko kanye nemimango ngelwati lemhlata webantfwana.",ss,human,0
"Uma umntfwana lophetfwe sifo sekuphatamiseka  lokukugula kwekuba nemdlandla lowendlulele (i-ADHD) noma kupha tamiseka kwekweswela kunakwa (i-ADD) angala shwa, lesimo singaba ne mtselela lomubi wesikhatsi lesidze emphilweni yakhe.
Loku kushiwo nguDkt Khatija Jhazbhay, lophetse Iyunithi yeTengcondvo yeBantfwana neBantfwana Lasebatfombile eTownhill Hospital ePieterma ritzburg, KwaZulu-Natal. Lomake uchaze watsi njenge-bantfu labadzala, labantfwana laba bangahle babe sengotini lenkhulu yekungenwa nguletinye tifo tengcondvo, letifana nekukhatsateka/phaphuleka nekudzangala, kantsi futsi ba ngahle basebentise kabi tintfo letitidzakamiva.I-ADHD ne-ADD itsintsa inchubekalembili emsebentini wesikolo kubantfwana futsi kutiphatsa kwabo kungacasula labanye.",ss,human,0
"Kucinisekisa kutsi emalunga e-GEPF kanye nemindeni yabo babatfwa ngekunga khetsi liphela emasini, ibhodi kamuva nje isungule lihho visi lelitawubukana netikhalo.
Umphenyitikhalo weSi khwama Semphesheni Sebasebenti Bahulumende (i-GEPO) usebenta nge khatsi kodvwa lihhovisi leliti mele le-GEPF.
I-GEPF ingulesinye se tikhwama temphesheni lesi khulukati emhlabeni, ema lunga aso lakhona lasebentako angetulu kwe-1.2 yetigidzi futsi bangetulu kwe-450 000 labahola imphesheni kuso kanye nebazuzi. Lesikhwama sasungulwa futsi silawulwa ngekulandzela Umtsetfo Wemphesheni Yebasebenti Bahulumende.
Ummeli wasenkantolo le nkhulu Makhado Ramabulana ukhetfwe waba nguMphe nyitikhalo. Utsi lelihhovisi lisungulelwe kusita bantfu labangajabuli ngetinsita teGEPF.",ss,human,0
"Kuvikela inkhohlaka lo kutsi ingenteki emsebentini wahu lumende kuhlala njalo ku yintfo yekucala hulumende layibeke embili kutsi ayente futsi Inombolo Yavelonkhe  Yelucingo Yekulwa Nenkho hlakalo yenta kutsi kube lula kutsi emalunga emmango abike tento letisolekako te nkhohlakalo.
Lenombolo yelucingo ye tfulwa Ikhomishini Yetemi sebenti Yahulumende (i-PSC) nga-2004 futsi kusukela leso sikhatsi, sekunetincingo letinge tulu kwe-100 000 letibika tinsolo tenkhohlakalo nekungaphatsi ngemfanelo lesetitfoliwe.
Letincingo letishaywe ti nhlabamkhosi tiholele  emacaleni latiti-24 035  enkhohlakalo, kukhwabanisa kanye nalamanye emacala la phenywako, kusho Khomishina Wetemisebenti Yahulumende  Michael Seloane, lokunguye lowengamele yonkhe imisebenti leyentiwa ngulekhomishini.",ss,human,0
"Umcondzisi waloluhlelo, Dkt. Sandy Malapile, utsi kutfola ticu takamatikuletjeni kuyi-ntfo lebaluleke kakhulu ngoba ngaphandle kwato, imi-nyango leminyenti yematfuba lamahle ihlala ivalekile. “Tikhungo Temkhakha Wetemfundvo Nekucecesha (ema-SETA), letinikwe umsebenti wekucecesha emakhono esive ngetinhlelo temakhono nekufundzela umsebenti emsebentini kwalabangaka-fundzi, nato tindzinga kutsi bafundzi babe netitifiketi takamatikuletjeni,” kusho Dkt. Malapile.Lwetfulwa ngaBhimbi-dvwane 2016, loluhlelo lweLitfuba Lesibili lwesekela wonkhewonkhe– wanoma nguyiphi iminyaka yebudzala – lofuna kuzuza noma kwenta kancono emamaki eticu takhe takamatikuletjeni, sifundvo ngesifundvo nakanye ngekufundza ngetikhatsi letitsite. Kwamahhala.
Ngubani lofanelekako?",ss,human,0
"Ngekuya kwelitiko, uma ngabe ungumake lone-HIV kantsi futsi uyamunyisa, kubalulekile kukhulumisana nemeluleki wakho wete-HIV ngetindlela tekumunyisa. Uma ngabe ukhetsa kumunyisa libele, yenta siciniseko sekutsi umunyisa libele kuphela tinyanga letisitfupha.
Lucwaningo lukhombisa kutsi mancane kakhulu ematfuba ekutsi luswane lungatfola i-HIV elubisini lwelibele lamake uma ngabe make amunyisa libele kuphela tinyanga letisitfupha.
Kuletinyanga ukhulelwe, kanye nekumunyisa libele, yenta siciniseko sekutsi use-bentisa ikhondomu uma uya emacasini kute kutsi uvikele kutsi lesifo siphindze futsi sikungene. Uma ngabe unenkinga njengekuba buhlungu kwetingono noma emabele, yenta siciniseko sekutsi usheshe uye emtfolamphilo uyotfola lusito.",ss,human,0
"Indvuna Pandor utsite ngu msebenti walelive kwesekela leyo mindeni lephuyile.
Bekakhuluma nebetindzaba lapho avete khona inchubo yekucala kunikwa kwemfu ndvo yamahhala lapha eNingi zimu Afrika.
Indvuna Pandor umemetele ngalokusemtsetfweni kutsi Hulumende wengete nge lutjalotimali lwetigidzigidzi leti-R7.166 esikhwameni semifundzate yebantfwana bemindeni lephuyile nalehola imiholo lemincane labangena emanyuvesi nasema-TVET kulomnyaka.
Indvuna Pandor ucinisekise kutsi tigidzigidzi le-R4.581 ti bekelwe eceleni labo bafundzi labafanele kungena enyuvesi netigidzi le-R2.585 tibeke lwe bafundzi basemakolishi e-TVET.",ss,human,0
"Kusuka ebuphuyeni nekutsi bameye ngenca yekusebenta epulasini Mahlatse Matlakane (loneminyaka yebudzala le20) manje ungumlimi wephepha leluhlata satjani lomama tsekako.
Mahlatse wacala ngeku volontiya kusebenta ngetimphelansontfo nangemaholide esikolwa epulasini lendzawo lelilima iphepha leluhlata satjani aneminyaka le-15 kute asite make wakhe ngekutsi batfole lokuya etfunjini.
Matlakane uhlala kaGa-Moi simane eBuchum ngaphandle nje kwePolokwane eLimpopo.
Utsite nanoma nje manje atitfokotela titselo tekusebenta kwakhe ngekutikhandla kodvwa bekungalula ngaso sonkhe sikhatsi.
“Mine nebantfwana bakitsi sikhule kamatima. Bontsanga yami bebahlekisa ngami ngesikhatsi ngicala kusebenta epulasini futsi batsi kusebenta epulasini kwebantfu labanga kafundzi.",ss,human,0
"I-Surfers Not Street Chi ldren yinhlangano lebo nelela kuphakelwa kweti fundvo tekuntjweza tama hhala ebantfwaneni labahla la emigwaceni nelusha le libondzinga sitsebeni leli tfolakala emkhatsini kwale lidolobhakati.  Lenhlangano ibukene ngco nekulwa nekuswelakala kwemakhaya ebantfwaneni futsi icinisekisa kutsi lusha lwenta lokutsite lokwakha ko ngetimphilo talo.
Masipala waseThekwini madvute nje ucedza kwese kela lenhlangano ngekuni -kela ngemabhodi eku ntjweza lali-10.
Lamabhodi entelwe ku tsi asebente kutfutfukisa tekuntjweza futsi entiwe ngeligwebu lelenta ku tsi labo labasafundza ku ntjweza bandande emantini bangangcwili.
Umphatsi walomasipa la welitiko lekutfutfukisa temidlalo nekukhibika Te ddi Adams watsi lamabhodi atawusita labo labanesifiso sekuntjweza.",ss,human,0
"Ngifuna kubonga tigidzi tebatali, tabogogo netebanakekeli bebantfwana kuyo yonkhe iNingizimu Afrika letisachubeka kudlala indzima lemcoka kuminyaka yeku khula etimpilweni tetakhamuti tetfu letincane. Kugcugcuteleka, kusekelwa nekuvikeleka kwebantfwana lokuvela kubatali babo nakubanakekeli babo kumcoka entfokotweni yabo yesikhatsi lesitako nakumphu melelo yabo. Mhla lu-1 Inhlaba sive sicale sigaba lesisha sekulwa neligci wane le-corona. Imisebenti leminyenti yetemnotfo neyetenhlalo icale kabusha, leku faka ekhatsi kucala kufundza ngetigaba.Sishito kutsi sitsatsa indlela yakancane kancane, ngekulandzela teluleko tebososayensi betfu nekuholwa ngiloko lokuliciniso lokwenteka ebantfwini nangekucocisana nababambi lichaza.",ss,human,0
"Kuvuma lomtsetfosisekelo wetfu, sacinisekisa kutinikela kwetfu kutsi sibe ngummango lowesekelwe etikwemagugu entsandvo yelinyenti, bulungiswa betenhlalo kanye nemalungelo eluntfu.
Besenta futsi kwehlukana ngalokuphelele nelimuva letfu. Loku bekulimuva lebeleyeme ebuhlangeni lelitivete ngekulawula kungena kwebantfu, kubekelana umsebenti, tindzawo temacembu kanye nemapasi.
Ngesikhatsi emahambambili etfu abhala Umculu Wenkhululeko nga-1955, imitsetfomgomo yawo ifakiwe kuMtsetfosisekelo wetfu, futsi wamemetela kutsi iNingizimu Afrika yabo bonkhe labahlala kuyo, bebafuna ummango lokhululekile emcondvweni wekutinaka wona kakhulu, buve, buhlanga nekubandlulula ngekwebulili.",ss,human,0
"Bangafaka ticelo tabo tekuchaswa ngetimali ku-NSFAS kute bakhone kufundza enyunivesi yemmango noma ekolishi lekufundzisa nelekuceceshelwa temaciko noma temakhono (i-TVET), kufu-neka bente loku kungakengci lusuku lwekuvala lwamhla ti-7 Bhimbidvwane, 2022.
Labafaka ticelo kufuneka babe:
• Takhamuti  taseNingizimu Afrika noma bahlali ngalokugcwele labafisa kubhalisa noma lesevele babe bafundza kunyunivesi yemmango noma ekolishi le-TVET; 
• Batfola sibonelelo se-Ejensi yekuCinisekiswa kweteNhlalakahle eNingizimu Afrika; 
• Babuya emakhaya lahola linani selilonkhe lelihlanganisiwe lelingendluli ku-R350 000 ngemnyaka.",ss,human,0
"Loku kubangwa kutsi  kute tindzawo letikahle eti ndzaweni letiningi bomake labanentinswane labasebe ntela kuto lapho bangakha ma lubisi noma bamunyise bantfwana babo ngesikhatsi semsebenti, kubenta balahle kelwe sifiso sekuchubeka bamunyise ngenca yekutsi bacitsa sikhatsi lesinyenti basemsebentini bantfwana bangekho nabo.
Kumtamo wetfu wekubuka na nalenseyeya, Litiko Le -temphilo laseLimpopo li sungule ligumbi lelilekuca la lekumunyisa nekukhama lubisi emahhovisini alo.
Leligumbi lekumunyisa le tfulwe nguMphatsiswatiko Dkt. Phophi Ramathuba.
Licanjwe ngeligama laMa ke Albertina Sisulu lesigu bha umkhosi weminyaka le likhulu yekutalwa kwakhe lomnyaka.",ss,human,0
"Batjelwe kutsi bantfwana babo labange-21 batfolakale bashonile, ethaveni. 
Umntfwana lomncane kakhulu labelapho bekaneminyaka le-13 budzala. 
Luphenyo lwemaphoyisa lwalengoti luchubeka ngekushesha. 
Ngemphumela waloluphenya, masipala waseDolobhenikati iBuffalo ubuka kutsi lethaveni ngabe ayikayephuli yini imitsetfosimiso yamasipala. 
Emicabangweni yetfu kanye nasemithandazweni yetfu sikhumbula lemindeni lebukene nalolusizi lolungaka lolungakhulumeki. 
Siyamncoma hulumende wesifundza saseMphumalanga Kapa ngekusita lemindeni levelelwe ngulengoti, kanye na-AVBOB lotsembise kutsi utawusita lemindeni ngekubangcwabela.",ss,human,0
"Kunye kwaloku kufundza kushayela imoto. Kepha luhle lo lolungakavami lwenhlanga no i-QuadPara Association of South Africa (i-QASA) selu fundzise bantfu laba-120 labakhubatekile kushayela timo to letakhiwe tafanela tidzingo tabo, labange-80 balabantfu sebawatfolile emalayisensi abo ekushayela.
""Bantfu labakhubatekile bahlala njalo babukene netinsayeya letinkhulu kakhulu nekuhamba baye lapho bafuna kuya khona, ikakhulu ngoba abakwati kuse bentisa tigitjelwa temmango letinyenti. Besifuna kuyisombulula lenkinga futsi, lokuba luleke kakhulu, kwenta bantfu kutsi bakhone kucasheka,” kwasho Sikhulu Lesiphakeme (i-CEO) saka-QASA Ari Seirlis naye lokhubateke sicu semtimba sangentasi.  Loku bekunguyona nshiseke lo lechuba luhlelo lwe-Driving Ambitions, lolwasungulwa nga-2013.",ss,human,0
"Letibalobalo takamuva tebugebengu letikhishwe Luphiko Lwetemaphoyisa AseNingizimu Afrika (i-SAPS) tikhomba kutsi enyukile emacala ekudlengula, ebudlova basekhaya, futsi, mhlawumbe lokusikhatsatako kakhulu, kwenyuka kwemacala  ekubulawa kwebantfwana.
Emkhatsini kwaKholwane neMphala 2021, bantfu laba-9 556, linyenti labo lelibomake, badlengulwa. Loku kumaphesenti langetiwe lasikhombisa langetulu kwalowo esikhatsi lesengcile sekukhishwa kwalombiko.
Kulamacala ebudlova labikiwe lacishe abe-73 000 kulesikhatsi sanyalo salombiko, langetulu kwe 13 000 bewamayelana nebudlova basekhaya. Lizinga lemacala ekubulawa kwebantfwana likhule ngalokucishe kube ngilokuphindvwe katsatfu uma kucatsaniswa nesikhatsi lesengcile sekukhishwa kwalombiko.",ss,human,0
"Imphelasontfo yekubha lisela kuvota itawu ba ngeMgcibelo, ti-26 nangeLisontfo, ti-27 Bhimbi dwane 2019 ngekusho kwasi hlalo Wekhomishini Yelukhe tfo Letimele (i-IEC), Glen Mashinini.
Mashinini watsi tonkhe titeshi tekuvota leti-22 932 titawuvulwa kusuka ngensi mbi ye-08h00 kuya kuye17h00 kulemphelasontfo yekubhalisela kuvota.
“Loku kwentelwa kuvumela bavoti labasha babhalise nekutsi labo labangacali kuvota babuyekete futsi bahlole imininingwane yabo.”Mashinini watsi nyalo kune bavoti labatigidzi leti-26.1 lababhalisile kuloluhlu lwebavoti lwavelonkhe.",ss,human,0
"Vuk’uzenzele ibuka kubaluleka kwalolusuku nekutsi lisho kutsi ni kitsi sibantfu baseNingizimu Afrika.
Mhla ti-27 kuMabasa 1994 iNi ngizimu Afrika yabamba lukhe tfo lwayo lwekucala lwentsandvo yelinyenti. Hulumende lomusha wakhetfwa ngaphansi kwebuholi baMengameli lowasishiya Nelson Mandela. Kuningi lese kuzuziwe kuleminyaka, kodvwa kuningi lekusafuneka kwentiwe kutfutfukisa live letfu nekuntji ntja timphilo tabo bonkhe bantfu baseNingizimu Afrika.
Lenyanga yaMabasa ayibuki kuphela kutsi sichamuka kuphi silive, kodvwa isikhatsi lapho iNingizimu Afrika ibungata emacawe nemacawekati ayo ngekuwaklomelisa ngemiklomelo yesive. Loku miklomelo lesezingeni lelisetulu kakhulu leniketwa ngulelive, nguMengameli, aniketa takhamuti talelive nebantfu bemave angaphandle labahlonishwa kakhulu.",ss,human,0
"Loku kubonakale ka khulu kuletehlakalo letilu sizi letenteke ePhoenix nase tindzaweni letisedvute na khona kanye naseThekwini.
Ngesikhatsi saletiphitsiphitsi letimbi kakhulu kuntsandvo yelinyenti yetfu, kanye nasesimeni  lesivele sisolisa kakhulu  futsi sekungetsembani, bantfu labebahletisene  ngekuthula bajikelene bodvwa.
Kusasekunyenti lekumele kutsi sikuvumbulule loku macondzana naletehlakalo letentekile. Kusatjalaliswa kwetindzaba letingasilo liciniso, titfombe letibunjiwe kanye nelwatiso lolungasilo kube lukhuni kwehlukanisa emkhatsini kweliciniso  nendzaba lecanjiwe.",ss,human,0
"Sitfunti sebuntfu, leku simiso lesihamba embili kulobushoshovu bakhe bekubuyisa sitfunti semuntfu lomnyama, sacekelwa phasi.
Ngekwemagama emmeli wemndeni wakhe Sir Sydney Kentridge, “kushona kwakhe bekubuhlungu kakhulu futsi bekayedvwa ashonela emethini lephasi esemendeni yelijele.”
Kutawuhlala kuyintfo lebanga lusizi lolukhulu emva kwayo yonkhe leminyaka leyengcile, kukhumbula kutsi Steve Biko bakaneminyaka le-30 kuphela uma ashona.
Wabulawa asengakafiki esicongweni semphilo yakhe ngilabo bebasaba emandla ekubona imibono yakhe lesetulu yekutikhulula kanye nemitamo yekufaka kumuntfu lomnyama kutitsandza nekuba nesitfunti emadvodzeni nakubomake besive lesinsundvu. Azange akhone kubona ekuphileni kwakhe loko lokubitwa ngekutsi ‘ngumklomelo lokhatimu -lako”, lekukubona buntfu bangemphela.",ss,human,0
"Kodvwa nyalo, kwandza kakhulu kwekusuleleka lese-lulekwe ngako tati tetekwe-lapha kutsi  kuyeta, sekufikile. Bangetulu kwekota yesigidzi bantfu baseNingizimu Afrika lasebasuleleke ngaleligciwane le-corona, siyati futsi kutsi kwesuleleka lokunyenti kuse-ngakabonwa. Nyalo sesitfola tehlakalo tekwesuleleka letinsha letingetulu kwe-12,000 malanga onkhe. Kusukela kwa-cala lokubhedvuka ngenyanga yeNdlovulenkhulu, lokunge-nani sekushone bantfu laba-4, 079 ngenca yale-COVID-19.
Njengaloku kunemakhata lashubisa umnkantja lahlasele lelive lakitsi lachamuka eNingi-zimu ye-Atlantic ngalesikhatsi semnyaka, timbalwa tincenye talelive letingeke titsintfwe nguleligciwane le-corona.",ss,human,0
"Sikhumulo semafutsa etimoto lasamanti lamanyenti lesiphetfwe baka-BP Southern Africa e-East London sitsengiselwe i-Wasaa, lokuyinkampani letimele lekhicita emakhemikhali aphethiloli. Wasaa utfole yonkhe imphahla lesuswako yalesikhungo kanye nemashezi e-20% kumaphayiphi lahambisa amafutsa.
Umbiko wanga-2020 weKhomishini Yekutfutfukiswa Kabanti Kwalabamnyama Ngekwetemnotfo ukhombisa kutsi imikhakha leminyenti yetemnotfo isilela emuva ngemigomo yebunikati babomake labamnyama, lokutfolakala kwalokutsengiselana yinka mpani yemafutsa etimoto lamanti lephetswe umake lomnyama kuyintfutfuko le yinchophamlandvo.
Kufaka ligalelo kumtamo wetfu wavelonkhe wekulungisa kungalingani kanye nekucinisekisa kutsi kunekutimbandzakanya lokuvakalako kumnotfo walelive kwebantfu balelive labanyenti.",ss,human,0
"Lusuku lweMhlaba lwema Nesi, lelingemhla ka-12 Inkhwe khweti, ilitfuba lekugubha  umkhosi wemanesi ngalaba  kwentako kulabanye.
Nesi loceceshiwe Luyanda Ga nuganu (25), wasesibhedlela i-Groote Schuur eNshonalanga Kapa, utsi lelilanga libuye libe litfuba lwekutsi emanesi achu beke nekukhanyisa lomsebenti labaceceshelwe wona njenge sibani lesikhanya kakhulu.
Utsi, “Litfuba lemanesi kutsi aphindze abonwe, kodvwa kufanele sichubeke nekuniketa kunakekela lokuhle, ikakhuluka ti ngalesikhatsi salolubhubhane.”Ganuganu bekakulencenye lengembili ngalesikhatsi se mjiko wekucala newesibili walo lubhubhane, asebenta egumbi ni leCOVID-19  lwekunakekela lokukhulu lwalesibhedlela.",ss,human,0
"Mdletshe watalwa futsi wakhulela ePort Shepstone wabese ufundza e-St Faiths.
“Mine ngakhula kamna ndzi kakhulu. Ngesikhatsi ngisakhula bekute kwesaba, kungafanani nanamuhla, futsi wonkhe umuntfu beka khuliswa sigodzi sakhe.” Mdletshe waphotfula  matikuletjeni ngemnyaka we-2006, ngembi kwekuya eDurban University of  Techno logy kuyofundzela iNatio nal Diploma  kutifundvo te Maritime Studies  ngemnyaka we-2007.
Emva kwekuphotfula iS1 ngemnyaka we-2007 kanye ne-S2 ngewe-2008 wacala kuceceshwa kwakhe imi nyaka lemitsatfu elwandle, ne-Safmarine Shipping Co mpany. Lapha wafundza ku shayela umkhumbi wemtfwa lo, ahambe ngawo  elwandle lolunemagagasi lamakhulu aye kumagu lahlukahlukene e-Europe, e-Afrika nase-Asia enta imisebenti yemikhu mbi yemitfwalo kanye ne lucwaningo ngetekuphepha.",ss,human,0
"Nanome imikhakha lemi-nengi yeteminotfo ikhonile kutsi iphindze futsi isebente tinyanga letinengi, kutawutsatsa sikhatsi kutsi umnotfo uphindze usimame kanye nekubuyiswa kwemise-benti lelahlekile. Njengaloku  umnyaka lomusha ucala, imindeni leminengi solo-mane isayiva imitselela yalo-lubhubhane etimphilweni tayo kanye nasemisebentini letiphilisa ngayo.Umhlaba nyalo sewungene emnyakeni wesibili walo-lubhubhane lwaleligciwane le-corona. Kubantfu baseNingizimu Afrika, kanye na-semaveni lamanengi emhla-beni wonkhe, umnyaka wa-2021 utawuba ngumnyaka lonetinsayeya letinkhulu kakhulu.",ss,human,0
"Kusenjalo, nanome kunjalo, ku tawudzingeka kutsi sisebentise imali kakhulu kute sisekele kwakhiwa kabusha kwema-SOE njenge-Eskom ne-SAA. Ngenca yaloko, silindzele kwehla  nge samba lesitigidzigidzi leti-R156 kulusebentisomali lete intalo kulethemu lesemkhatsini.  Loku kutawusita ekutseni ku nciphise kuswelakala kwemali bese kunciphisa tidzingo tetfu tekuboleka.  Incenye lenkhulu yekonga itawuvela ekunciphiseni sili nganiso  sekwenyuka kwemali yekukhokhela tisebenti. Loku kutawudzinga kutsi kube neku cocisana lokugcilile emkhatsini webalingani betenhlalo, kodvwa kakhulu netinyonyane temkha kha wetisebenti tahulumende.
Lokucocisana kudzinga kutsi kwentiwe ngemoya wekufuna tisombululo.",ss,human,0
"Liciniso litsi sikudzinga kokubili loku. Sidzinga sive lesikhona kutfutfuka kanye nemkhakha lotimele losebenta kahle nalosheshisako.
Kudzingeka kutsi yomibili imikhakha isebentisane futsi ihambisane. Lomcondvo lona awusimusha. Eminyakeni lemashumi lamatsatfu leyengca, ngemnyaka we-1992, iAfrican National Congress yavumelana ngaledokhumenti lenesihloko lesitsi ‘Ready to Govern’. Ledokhumenti iniketa tinkhombandlela  teNingizimu Afrika yentsandvoyelinyenti futsi, kuleminyaka lemashumi lamatsatfu, ibe nemtselela ekukhombeni kutsi kufuneka kuphatfwe ngekulandzela intsandvoyelinyenti nangekunikana ematfuba.",ss,human,0
